1.112766	-6.077228	2.979261	3.175542	
1.112155	-0.767636	1.512272	-0.066052	
1.190732	-7.473465	6.482495	-0.465491	
1.172377	-3.148079	1.822129	-0.777237	
1.187974	-1.563096	-2.081034	-3.159985	
1.170164	-2.751673	0.214471	-6.540827	
1.140933	-1.386949	3.015724	1.486180	
1.194629	-2.766958	-8.343459	0.801229	
1.153566	3.015334	-4.800293	3.831865	
1.147018	-0.142526	-5.348943	-1.350088	
1.126745	-2.415350	8.207067	0.377094	
1.168728	9.830627	-0.453894	1.538226	
1.108216	5.008607	-5.750743	-2.090486	
1.169756	-5.650064	-1.653883	4.820775	
1.115930	1.876278	6.782877	-6.447361	
1.126853	-4.780075	-5.657249	-6.372141	
1.139860	3.473552	-6.113434	5.535592	
1.161277	-4.900707	0.627812	2.622133	
1.153564	-1.149257	-0.634410	-0.058165	
1.110688	-2.804344	1.624487	0.762701	
1.137917	-4.395519	7.988273	-0.321938	
1.149463	1.695317	-0.303773	3.192478	
1.128158	3.444086	3.116027	-2.785974	
1.129245	-6.260182	0.625452	-1.236430	
1.179721	3.737317	1.688789	0.688917	
1.176356	-1.168283	7.935806	0.008566	
1.159435	-0.070574	9.216826	-0.251191	
1.173139	2.171167	0.251544	2.472256	
1.159252	-0.277449	-2.264795	8.057280	
1.189115	7.948840	-0.947187	-2.738825	
1.103252	3.555991	-0.513410	-3.075493	
1.195423	5.426675	4.964333	0.571226	
1.101702	-1.657354	-4.120365	-6.398839	
1.145410	-3.182367	3.450835	1.975200	
1.165128	2.591447	1.883649	-0.952148	
1.144842	0.597054	-1.694569	-9.622678	
1.144183	-0.309384	-7.180780	-1.443298	
1.163472	-0.784883	8.867663	3.469207	
1.103398	0.261257	-4.720644	1.173934	
1.156839	-0.816622	-2.207603	0.231893	
1.169764	-0.313198	3.504043	-1.532837	
1.168377	-2.779743	-0.049950	6.508018	
1.195043	-1.680774	-4.346544	-7.178970	
1.197666	6.267477	3.813026	3.312538	
1.124888	-4.450901	5.980278	0.152894	
1.121938	-4.927091	4.640489	-0.484327	
1.152662	-5.322319	0.750366	-3.970147	
1.120397	5.626780	7.404972	-2.925031	
1.144600	-5.448538	-6.603028	-4.608396	
1.120908	8.651912	2.736504	1.523405	
1.138929	-2.885798	-1.459909	-7.133323	
1.106450	-0.673617	-2.285865	-6.100836	
1.186735	0.030551	3.673871	8.204350	
1.196777	7.870064	-0.216290	3.494665	
1.179893	-7.226405	-1.405301	0.890963	
1.136917	3.431277	2.215638	-0.440592	
1.174207	-0.713630	-3.293415	5.261704	
1.164995	-1.938537	-7.246289	6.167133	
1.188474	-1.408295	-5.462256	4.635838	
1.172553	-3.212881	1.826474	4.381782	
1.120810	-2.922496	4.765368	-6.305891	
1.191125	2.248649	5.348535	-7.268606	
1.175109	5.289043	2.750166	5.030109	
1.108172	0.939121	-4.610842	-1.950965	
1.136007	6.614021	6.282608	2.544464	
1.137694	1.489268	6.861992	-2.313309	
1.149765	-5.757965	2.424628	-5.990655	
1.101306	-3.715071	-1.527902	-2.684719	
1.187856	-9.190926	-1.194013	2.774391	
1.127723	-7.028624	-0.890212	-5.874924	
1.110768	2.391083	-1.213849	-5.259178	
1.150384	6.650085	-6.261675	3.591118	
1.197867	-3.456813	-6.615773	0.203582	
1.132681	0.298341	3.675093	0.579119	
1.108285	-2.398418	2.192569	4.565279	
1.186067	-6.054880	4.505193	-4.363832	
1.111239	1.783801	-1.737948	-7.487137	
1.103358	-3.272914	6.232758	0.736061	
1.151360	6.369548	-4.450725	0.120673	
1.197762	6.722989	6.460928	1.042159	
1.106035	7.734727	6.097843	0.429796	
1.187284	-2.506274	3.095007	1.469089	
1.149441	1.098175	-3.756258	-5.916991	
1.102223	8.852511	-1.864737	-2.380975	
1.185768	-1.684988	-6.831993	-3.580232	
1.166657	6.528903	-4.842713	1.869195	
1.196963	5.494195	-1.650387	-0.451155	
1.176997	3.637894	4.407131	5.485785	
1.100733	6.728111	-3.799920	-4.147627	
1.137511	2.720981	-3.337911	-0.766266	
1.103039	-2.889814	1.456258	2.109167	
1.159532	-1.983170	5.839011	1.271701	
1.166123	-3.409699	-4.698141	3.708105	
1.148665	-8.562277	0.669408	-1.429482	
1.162940	1.705469	-4.093129	8.885939	
1.168931	0.474420	-0.929991	-5.900623	
1.102944	-0.221072	3.241398	-8.075360	
1.152542	4.443393	-2.485292	1.918477	
1.147690	2.215255	-6.214303	-3.082760	
1.103630	0.713076	4.776296	-6.261390	
1.133324	3.306335	-2.152738	0.958805	
1.186585	-4.591941	-6.748784	-5.517390	
1.160441	7.055978	0.158569	2.099343	
1.131015	4.255316	-3.760254	-1.967360	
1.180031	-3.340706	2.929736	-4.835125	
1.157436	1.547515	-5.246481	5.863085	
1.153600	0.401971	4.004745	-6.258235	
1.138223	3.899005	-4.768954	-0.634587	
1.115266	-0.803384	-2.956306	1.250291	
1.117288	0.467867	-8.995708	-0.344358	
1.192039	1.215904	-5.475090	4.897885	
1.139448	-4.825102	1.524445	2.115906	
1.174554	0.222992	-1.489918	-6.646615	
1.100247	4.644172	-2.439113	0.043098	
1.169360	3.410947	3.951634	7.282326	
1.187439	-1.704986	-4.375696	-2.831766	
1.168573	-4.493528	-8.201772	3.415995	
1.189025	-3.350819	1.460702	-0.475735	
1.186058	5.060091	-1.558448	3.618515	
1.106272	2.352270	-6.231615	5.521883	
1.144942	-7.817023	3.756298	-1.273391	
1.198571	8.876563	0.762901	-2.841051	
1.107879	5.008306	-1.651496	6.275181	
1.112766	-5.990257	6.014022	0.181482	
1.123984	-2.759789	-4.138065	-4.071073	
1.169774	5.155982	1.645945	-3.350650	
1.119678	2.615488	0.978996	1.657528	
1.177199	1.115524	-5.798241	2.614299	
1.162354	-6.716855	-4.491739	0.937334	
1.129781	-1.569857	-7.177012	-6.549140	
1.194722	-5.358305	2.323003	-5.009411	
1.184291	5.685557	4.309823	5.514258	
1.149269	-0.689711	-3.396839	-7.646530	
1.113411	-8.997578	0.180261	-3.635648	
1.168786	-2.274558	-2.428603	1.459337	
1.113602	-1.281802	8.702433	1.906979	
1.192505	5.101548	5.545083	-2.102895	
1.146217	3.680007	2.620318	1.101388	
1.186058	-1.728781	-4.381065	-4.994078	
1.104273	8.652668	-2.175595	-2.193628	
1.143860	6.063113	2.296654	-1.489967	
1.165185	-0.144169	5.993340	-2.076870	
1.175163	-4.702208	-0.161985	0.181714	
1.104764	2.861376	-8.438331	4.331272	
1.161399	0.602461	1.783216	-0.276855	
1.177835	4.698859	-1.741875	1.175682	
1.193781	4.745051	-7.990452	-2.645019	
1.107245	-5.073676	2.268168	-6.475708	
1.152506	3.674760	0.614980	4.616113	
1.168101	-0.719542	-6.186806	-3.928373	
1.181655	-1.532111	2.920515	8.286127	
1.135389	0.849167	-5.018432	-3.798365	
1.172466	3.010388	-3.889625	4.156732	
1.138652	3.068861	-3.250885	-4.634364	
1.193863	-5.147485	-2.475391	-2.483795	
1.158971	-2.633440	4.419523	-1.104986	
1.111427	1.406956	-4.905262	-4.954074	
1.125855	7.495409	4.874444	-4.446520	
1.118371	-6.212911	1.824305	5.855689	
1.166078	-1.018882	7.923657	-2.146877	
1.169115	-0.888515	5.019888	3.329053	
1.101453	-1.308898	-6.074525	-4.773732	
1.191638	-2.814204	8.103048	-2.912166	
1.126034	4.125165	2.110515	-7.424036	
1.170365	5.075176	-7.745645	1.876581	
1.135494	2.954111	4.653369	7.064614	
1.181464	-3.031917	-2.682293	-5.579000	
1.109406	7.784774	2.406777	-0.174577	
1.140790	-3.988854	2.444552	0.741672	
1.186555	-6.488828	5.362679	0.791450	
1.188579	-0.623641	-6.492314	-7.439137	
1.127616	8.016383	-1.133521	0.425566	
1.198074	4.064601	-6.044717	2.766279	
1.192562	0.535865	2.483773	-3.270575	
1.100119	-1.163830	5.561608	-4.502607	
1.111444	-5.094798	-8.366619	-0.976899	
1.156825	1.512888	-4.120011	7.647129	
1.186301	2.623967	-2.170519	1.947585	
1.167661	4.375847	-3.022616	4.636671	
1.154601	-5.739042	2.370573	3.400502	
